#,category,english,type,flags,depictable,subject_phrase_EN,lithuanian_TARGET,lt_pron,gender,card_text,notes,level
463,Adjectives,old-young,A,,yes,"a young man and an old man side by side, a bold arrow marking the OLD man",senas/sena,sénas/sená,M/F,,= senas (same word as old-new); antonym jaunas,A1
464,Adjectives,good,A,,yes,"a hand giving a firm thumbs-up beside a neat well-kept scene, a bold arrow on the thumbs-up",geras/gera,géras/gerá,M/F,,,A2
465,Adjectives,bad,A,,yes,"a hand giving a thumbs-down beside a spoilt messy scene, a bold arrow on the thumbs-down",blogas/bloga,blógas/blogá,M/F,,,A2
466,Adjectives,wet,A,,yes,"two shirts on a washing line, one dripping wet and one dry, a bold arrow marking the WET one",šlapias/šlapia,šlápias/šlapiá,M/F,,,A1
467,Adjectives,dry,A,,yes,"two shirts on a washing line, one dripping wet and one dry, a bold arrow marking the DRY one",sausas/sausa,saúsas/sausá,M/F,,,A1
468,Adjectives,sick,A,,yes,"a sick person in bed with a thermometer beside a healthy person exercising, a bold arrow marking the SICK one",sergantis/serganti,sérgantis/sérganti,M/F,,,A1
469,Adjectives,healthy,A,,yes,"a sick person in bed with a thermometer beside a healthy person exercising, a bold arrow marking the HEALTHY one",sveikas/sveika,sveíkas/sveiká,M/F,,,A1
470,Adjectives,loud,A,,yes,"a blaring loudspeaker with large sound waves beside a whispering person with tiny waves, a bold arrow marking the LOUD speaker",garsus/garsi,garsús/garsí,M/F,,,A1
471,Adjectives,quiet,A,,yes,"a marked contrast between a loud clanging alarm bell ringing on one side and, on the other, a person in a hushed still room holding one finger to their lips for silence; a bold arrow marks the QUIET, silent side",tylus/tyli,tylús/tylí,M/F,,,A1
472,Adjectives,happy,A,,yes,"a happy smiling face beside a sad downcast face, a bold arrow marking the HAPPY one",laimingas/laiminga,laimíngas/laimínga,M/F,,,A1
473,Adjectives,sad,A,,yes,"a marked contrast of two men's faces side by side, one happy and smiling, the other SAD and downcast with lowered eyes; a bold arrow points directly at the SAD man's face",liūdnas/liūdna,liū́dnas/liūdná,M/F,,,A1
474,Adjectives,beautiful,A,,yes,"a marked contrast between a beautiful, well-kept cottage with a blooming flower garden and fresh paint, and a shabby run-down house with peeling paint and weeds; a bold arrow marks the BEAUTIFUL cottage",gražus/graži,gražús/graží,M/F,,,A1
475,Adjectives,ugly,A,,yes,"a marked contrast between a beautiful, well-kept cottage with a blooming flower garden and fresh paint, and a shabby run-down house with peeling paint and weeds; a bold arrow marks the UGLY run-down house",bjaurus/bjauri (negražus/negraži),bjaurús/bjaurí (negražús/negraží),M/F,,,A1
476,Adjectives,deaf,A,,yes,"sound waves from a ringing bell stopping short at a person's ear, marked with a small crossed circle",kurčias/kurčia,kúrčias/kurčiá,M/F,,,A1
477,Adjectives,blind,A,,yes,a person with a white cane and dark glasses at a street crossing,aklas/akla,áklas/aklá,M/F,,,A1
478,Adjectives,nice,A,,yes,"a kind, pleasant young person helping a frail old lady cross a busy street, gently holding her arm and guiding her safely. Do not include any arrow.",malonus/maloni,malonús/maloní,M/F,,,A1
479,Adjectives,mean,A,,yes,a scowling unkind man sneering and roughly shoving a smaller timid person aside,piktas,,,,LT owner-confirmed 1.7.8,A2
480,Adjectives,rich,A,,yes,"a richly dressed man with a fine coat and full purse beside a man in patched clothes, a bold arrow marking the RICH man",turtingas/turtinga,turtíngas/turtínga,M/F,,,A1
481,Adjectives,poor,A,,yes,"a richly dressed man with a fine coat and full purse beside a man in patched clothes, a bold arrow marking the POOR man",neturtingas/neturtinga (vargšas),neturtíngas/neturtínga (várgšas),M/F,,colloq. biednas is nonstandard,A1
482,Adjectives,thick,A,,yes,"a thick book beside a thin book, a bold arrow marking the THICK one",storas/stora,stóras/storá,M/F,,,A1
483,Adjectives,thin,A,,yes,"a thick book beside a thin book, a bold arrow marking the THIN one",plonas/plona,plónas/ploná,M/F,,,A1
484,Adjectives,expensive,A,,yes,"two shelf items with coin stacks beneath — a crystal vase over a tall stack, a plain cup over one coin — a bold arrow marking the EXPENSIVE vase",brangus/brangi,brangús/brangí,M/F,,,A1
485,Adjectives,cheap,A,,yes,"two shelf items with coin stacks beneath — a crystal vase over a tall stack, a plain cup over one coin — a bold arrow marking the CHEAP cup",pigus/pigi,pigús/pigí,M/F,,,A1
486,Adjectives,flat,A,,yes,"a flat straight board beside a curved bent board, a bold arrow marking the FLAT one",plokščias/plokščia,plókščias/plokščiá,M/F,,,A1
487,Adjectives,curved,A,,yes,"a flat straight board beside a curved bent board, a bold arrow marking the CURVED one",išlenktas/išlenkta,išlénktas/išlenktá,M/F,,stress: CHECK,A1
488,Adjectives,male,A,,yes,"a man and a woman standing side by side, a bold arrow marking the MAN",vyriškas/vyriška,výriškas/výriška,M/F,,,A1
489,Adjectives,female,A,,yes,"a man and a woman standing side by side, a bold arrow marking the WOMAN",moteriškas/moteriška,móteriškas/móteriška,M/F,,,A1
490,Adjectives,tight,A,,yes,"a man wearing a suit that is far too TIGHT for him — the jacket buttons straining and bulging, the fabric pulled taut, sleeves and trousers pinched and too short",ankštas/ankšta,ánkštas/ankštá,M/F,,,A1
491,Adjectives,loose,A,,yes,"a man wearing a suit that is far too LOOSE and baggy — the jacket hanging off his shoulders, sleeves swallowing his hands, trousers pooling around his shoes; it is clearly several sizes too big",laisvas/laisva,laísvas/laisvá,M/F,,,A1
492,Adjectives,high,A,,yes,"two wall shelves, one high and one low, a worker reaching up, a bold arrow marking the HIGH shelf",aukštas/aukšta,aúkštas/aukštá,M/F,,,A1
493,Adjectives,low,A,,yes,"two wall shelves, one high and one low, a bold arrow marking the LOW shelf",žemas/žema,žémas/žemá,M/F,,,A1
494,Adjectives,soft,A,,yes,"a soft pillow with a hand pressing a deep dent beside a hard brick showing no dent, a bold arrow marking the SOFT pillow",minkštas/minkšta,mínkštas/minkštá,M/F,,,A1
495,Adjectives,hard,A,,yes,"a soft pillow with a hand pressing a deep dent beside a hard brick showing no dent, a bold arrow marking the HARD brick",kietas/kieta,kiétas/kietá,M/F,,,A1
496,Adjectives,deep,A,,yes,"a water cross-section showing a deep lake beside a shallow ford, depth lines, a bold arrow marking the DEEP water",gilus/gili,gilús/gilí,M/F,,,A1
497,Adjectives,shallow,A,,yes,"a water cross-section showing a deep lake beside a shallow ford, depth lines, a bold arrow marking the SHALLOW ford",seklus/sekli,seklús/seklí,M/F,,,A1
498,Adjectives,clean,A,,yes,"two plates, one sparkling clean and one dirty with stains, a bold arrow marking the CLEAN one",švarus/švari,švarús/švarí,M/F,,,A1
499,Adjectives,dirty,A,,yes,"a marked contrast of two dinner plates side by side, one clean and spotless, the other DIRTY with food smears and crumbs; a bold arrow points directly at the DIRTY plate",purvinas/purvina,púrvinas/púrvina,M/F,,,A1
500,Adjectives,strong,A,,yes,"a strong man lifting a heavy barbell beside a weak man struggling with a small dumbbell, a bold arrow marking the STRONG man",stiprus/stipri,stiprús/stiprí,M/F,,,A1
501,Adjectives,weak,A,,yes,"a strong man lifting a heavy barbell beside a weak man struggling with a small dumbbell, a bold arrow marking the WEAK man",silpnas/silpna,sílpnas/silpná,M/F,,,A1
502,Adjectives,dead,A,,yes,"a dead withered potted plant beside a living green one, a bold arrow marking the DEAD plant",negyvas/negyva,negývas/negyvá,M/F,,,A1
503,Adjectives,alive,A,,yes,"a dead withered potted plant beside a living green one, a bold arrow marking the LIVING plant",gyvas/gyva,gývas/gyvá,M/F,,,A1
504,Adjectives,heavy,A,,yes,"a worker bent under a heavy sack beside one strolling with a light parcel, a bold arrow marking the HEAVY sack",sunkus/sunki,sunkús/sunkí,M/F,,,A1
505,Adjectives,light-heavy,A,,yes,"a worker bent under a heavy sack beside one strolling with a light parcel, a bold arrow marking the LIGHT parcel",lengvas/lengva,léngvas/lengvá,M/F,,,A1
506,Adjectives,dark,A,,yes,"a split scene of a dark unlit room and a bright lamp-lit room, a bold arrow marking the DARK half",tamsus/tamsi,tamsús/tamsí,M/F,,,A1
507,Adjectives,light-dark,A,,yes,"a split scene of a dark unlit room and a bright lamp-lit room, a bold arrow marking the BRIGHT half",šviesus/šviesi,šviesús/šviesí,M/F,,,A1
508,Adjectives,nuclear,A,,yes,the yellow-and-black radiation trefoil symbol beside a nuclear cooling tower emitting steam,branduolinis,,,,LT owner-confirmed 1.7.8,A2
509,Adjectives,famous,A,,yes,a celebrated figure signing autographs amid an admiring crowd with flashing cameras,garsus,,,,LT owner-confirmed 1.7.8,A2
510,Pronouns,I,P,,yes,"a person pointing a thumb back at their own chest, a bold arrow on them (the speaker: I)",aš,,,,LT owner-confirmed 1.7.8,A2
511,Pronouns,you sg,P,,yes,"a person pointing a finger directly at one other person facing them, a bold arrow on the addressed person (you)",tu,,,,LT owner-confirmed 1.7.8,A2
512,Pronouns,he,P,,yes,"a speaker pointing aside at a single man, a bold arrow on the man (he)",jis,,,,LT owner-confirmed 1.7.8,A2
513,Pronouns,she,P,,yes,"a speaker pointing aside at a single woman, a bold arrow on the woman (she)",ji,,,,LT owner-confirmed 1.7.8,A2
514,Pronouns,it,P,,yes,"a person pointing down at an object — a ball — on the ground, a bold arrow on the object (it)",tai,,,,LT owner-confirmed 1.7.8,A2
515,Pronouns,we,P,,yes,"a person gesturing an encircling sweep around a small group that includes themselves, a bold arrow around the group (we)",mes,,,,LT owner-confirmed 1.7.8,A2
516,Pronouns,you pl,P,,yes,"a speaker gesturing with open arms at a facing group of several people, a bold arrow on the group (you plural)",jūs,,,,LT owner-confirmed 1.7.8,A2
517,Pronouns,they,P,,yes,"a speaker pointing at a distant separate group of people, a bold arrow on that group (they)",jie,,,,LT owner-confirmed 1.7.8,A2
518,Adjectives,red,A,,superseded,"a group of plain red objects — an apple, a fire bucket, a ribbon",raudonas/raudona,raudónas/raudóna,M/F,,"superseded by Color row 69 (decision Q1, files 1.6.1)",A1
519,Adjectives,green,A,,superseded,"a group of plain green objects — a leaf, a cucumber, a glass bottle",žalias/žalia,žálias/žaliá,M/F,,"superseded by Color row 70 (decision Q1, files 1.6.1)",A1
520,Adjectives,blue,A,,superseded,"a group of plain blue objects — an enamel mug, work coveralls, a cornflower",mėlynas/mėlyna,mė́lynas/mė́lyna,M/F,,"superseded by Color row 71 (decision Q1, files 1.6.1)",A1
521,Adjectives,yellow,A,,superseded,"a group of plain yellow objects — a lemon, amber beads, ripe wheat",geltonas/geltona,geltónas/geltóna,M/F,,"superseded by Color row 72 (decision Q1, files 1.6.1)",A1
522,Adjectives,brown,A,,superseded,"a group of plain brown objects — a loaf of bread, a leather boot, a chestnut",rudas/ruda,rúdas/rudá,M/F,,"superseded by Color row 73 (decision Q1, files 1.6.1)",A1
523,Adjectives,pink,A,,superseded,"a group of plain pink objects — a piglet, a rose, a scarf",rožinis/rožinė,róžinis/róžinė,M/F,,"superseded by Color row 74 (decision Q1, files 1.6.1)",A1
524,Adjectives,orange,A,,superseded,"a group of plain orange objects — an orange, a carrot, a fox",oranžinis/oranžinė,oránžinis/oránžinė,M/F,,"superseded by Color row 75 (decision Q1, files 1.6.1)",A1
525,Adjectives,black,A,,superseded,"a group of plain black objects — a lump of coal, rubber work boots, a black cat",juodas/juoda,juódas/juodá,M/F,,"superseded by Color row 76 (decision Q1, files 1.6.1)",A1
526,Adjectives,white,A,,superseded,"a group of plain white objects — a goose, a stick of chalk, an enamel basin",baltas/balta,báltas/baltá,M/F,,"superseded by Color row 77 (decision Q1, files 1.6.1)",A1
527,Adjectives,gray,A,,superseded,"a group of plain gray objects — a mouse, a woolen sock, an overcast cloud",pilkas/pilka,pílkas/pilká,M/F,,"superseded by Color row 78 (decision Q1, files 1.6.1)",A1
528,Verbs,feed (animals),V,,yes,a farm worker tipping feed from a bucket into a trough as pigs and cattle eat,šerti,SHER-ti,,,new,A2
529,Verbs,feed (birds),V,,yes,a woman scattering grain from her apron to hens and chickens pecking at her feet in a farmyard,lesinti,LE-sin-ti,,,new,A2
530,Verbs,melt (something),V,,yes,a foundry worker melting solid metal into glowing molten liquid,lydyti,lýdyti,,,transitive counterpart of 398 tirpti (intransitive melt); owner-requested 1.7.7,A1
